filename,character,origin,game,gender,publisher
data/nintendo/peach.clean/000538.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000665.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000466.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000093.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000060.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000308.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000019.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000155.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000414.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000433.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000026.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000074.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000594.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000072.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000567.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000157.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000274.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000317.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000212.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000094.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000409.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000353.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000629.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000510.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000374.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000556.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000508.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000071.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000014.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000180.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000035.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000612.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000162.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000610.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000024.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000660.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000296.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000160.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000462.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000652.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000487.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000061.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000222.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000709.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000479.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000232.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000651.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000400.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000407.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000230.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000273.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000234.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000442.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000041.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000103.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000136.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000066.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000386.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000295.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000491.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000496.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000703.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000248.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000347.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000486.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000287.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000512.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000043.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000657.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000165.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000006.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000187.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000509.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000152.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000515.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000499.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000627.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000098.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000159.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000435.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000332.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000507.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000003.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000044.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000053.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000667.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000704.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000506.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000015.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000523.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000618.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000525.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000682.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000351.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000089.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000095.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000168.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000518.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000419.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000533.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000319.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000644.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000410.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000643.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000679.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000565.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000046.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000483.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000448.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000272.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000135.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000214.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000429.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000201.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000582.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000654.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000415.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000132.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000186.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000397.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000593.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000461.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000574.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000139.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000070.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000117.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000599.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000554.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000549.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000455.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000194.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000544.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000467.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000077.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000184.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000254.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000264.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000179.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000170.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000161.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000527.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000300.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000436.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000057.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000563.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000080.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000413.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000399.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000447.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000542.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000304.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000075.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000196.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000579.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000477.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000195.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000065.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000313.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000016.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000535.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000484.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000398.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000205.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000127.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000265.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000153.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000220.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000583.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000547.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000302.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000017.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000088.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000206.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000282.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000238.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000131.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000145.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000459.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000460.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000580.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000259.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000638.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000210.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000688.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000023.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000327.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000279.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000051.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000590.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000144.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000217.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000519.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000315.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000440.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000545.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000204.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000516.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000018.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000033.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000522.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000524.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000655.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000011.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000504.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000608.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000321.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000560.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000411.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000211.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000653.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000337.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000038.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000031.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000600.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000250.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000690.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000380.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000143.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000621.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000573.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000344.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000138.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000177.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000049.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000054.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000175.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000113.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000142.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000056.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000052.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000698.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000553.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000576.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000030.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000427.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000451.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000664.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000013.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000149.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000452.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000048.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000325.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000097.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000022.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000493.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000036.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000513.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000403.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000611.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000338.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000357.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000464.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000402.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000200.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000555.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000468.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000258.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000335.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000369.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000122.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000432.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000124.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000591.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000260.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000647.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000474.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000498.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000659.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000121.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000571.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000069.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000102.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000307.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000333.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000669.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000366.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000445.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000105.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000349.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000481.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000020.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000505.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000686.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000692.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000348.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000119.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000431.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000636.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000641.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000021.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000482.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000082.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000358.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000640.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000693.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000055.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000444.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000068.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000450.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000495.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000526.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000602.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000534.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000133.jpg,peach,,,,nintendo
data/nintendo/peach.clean/000551.jpg,peach,,,,nintendo
